Fahrzeug-ID,Linie,Abfahrt-Datum,Annahme,Status,angem.Pers,bef.Pers,Einstieg_GTFS,Ausstieg_GTFS,abfahrt_minutes,day,depot,trip_id,einstieg_stop_id,einstieg_stop_sequence,ausstieg_stop_id,ausstieg_stop_sequence,trip_sequence_in_line
0,820,2024-08-22,P_hkl,A,1,1,Hagenow Land Bahnhof,Redefin B5,935,thursday,VLP Hagenow,78493,364953,5,7257,15,28
169,823,2024-08-22,I_ESM,DU,1,1,Hoort,Hagenow ZOB,938,thursday,VLP Hagenow,1278698,480747,31,597045,51,31
136,842,2024-08-22,I_ESM,DU,1,1,Gädebehn,Crivitz Am Krankenhaus,940,thursday,VLP Sternberg,1108970,671989,18,239392,22,23
0,820,2024-08-22,I_ESM,A,1,1,Hagenow Heide am Mühlenweg,Redefin B5,943,thursday,VLP Hagenow,78493,666054,8,7257,15,28
0,845,2024-08-22,I_ESM,A,1,1,Cambs Schweriner Str.,Leezen (b Schwerin) Schule,944,thursday,VLP Schwerin,177828,647822,1,38151,10,41
151,807,2024-08-22,I_AUS,DU,1,1,Parchim ZOB,Ziegendorf b Parchim Schule,945,thursday,VLP Parchim,1125948,425691,4,296623,23,24
127,808,2024-08-22,I_ESM,DU,1,1,Parchim ZOB,Bergrade Hof,945,thursday,VLP Parchim,988573,425691,4,99882,16,24
151,807,2024-08-22,I_ESM,DU,1,1,Parchim ZOB,Wulfsahl,945,thursday,VLP Parchim,1125948,425691,4,179991,14,24
0,821,2024-08-22,P_hkl,A,1,1,Hagenow Land Bahnhof,Redefin B5,948,thursday,VLP Ludwigslust,391251,364953,1,652959,19,32
169,823,2024-08-22,I_AUS,DU,1,1,Hülseburg,Hagenow Robert-Stock-Str.,949,thursday,VLP Hagenow,1278698,425263,36,592840,50,31
131,813,2024-08-22,I_ESM,DU,1,1,Ludwigslust Alexandrinenplatz,Leussow b Ludwigsl.,950,thursday,VLP Ludwigslust,167500,537253,3,41882,33,25
0,843,2024-08-22,I_ESM,A,1,1,Schlowe,Borkow,950,thursday,VLP Sternberg,460925,301148,32,141555,33,25
179,830,2024-08-22,P_sob,DU,1,1,Zarrentin a Schaals. Markt,Nieklitz,951,thursday,VLP Boizenburg,919938,463815,1,147641,18,29
179,830,2024-08-22,P_ViB,DU,1,1,Zarrentin a Schaals. Bahnhofst,Lüttow Dorf,951,thursday,VLP Boizenburg,919938,586271,2,358011,4,29
131,813,2024-08-22,I_ESM,DU,1,1,Ludwigslust Parkstraße,Redefin B5,954,thursday,VLP Ludwigslust,167500,146178,5,652959,24,25
139,832,2024-08-22,I_AUS,DU,1,1,Vellahn B5,Brahlstorf Wendeschleife,954,thursday,VLP Boizenburg,945388,528070,33,223180,38,27
154,847,2024-08-22,I_AUS,DU,1,1,Sukow (b Schwerin) Wende,Schwerin Keplerstraße,956,thursday,VLP Schwerin,280585,202841,22,431277,36,30
124,54,2024-08-22,I_ESM,DU,1,0,Hagenow Krankenhaus,Zarrentin a Schaals. Bahnhofst,957,thursday,VLP Hagenow,826792,323296,6,47525,27,22
123,822,2024-08-22,I_ESM,DU,1,1,Hagenow Bundeswehrkaserne,Hagenow Robert-Stock-Str.,959,thursday,VLP Hagenow,1362504,182842,32,592840,40,31
164,811,2024-08-22,I_ESM,DU,1,1,Klein Schmölen,Lenzen (Elbe) Markt,960,thursday,VLP Ludwigslust,1092972,125494,3,289959,32,26
128,842,2024-08-22,P_IID,DU,3,3,Crivitz Bahnhof,Demen Siedlung,965,thursday,VLP Sternberg,678258,186789,1,110968,23,24
128,842,2024-08-22,I_AUS,DU,2,2,Crivitz Bahnhof,Demen Siedlung,965,thursday,VLP Sternberg,678258,186789,1,110968,23,24
136,841,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Zapel Siedlung,965,thursday,VLP Schwerin,507095,186789,1,75247,6,25
136,841,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Zapel Siedlung,965,thursday,VLP Schwerin,507095,186789,1,75247,6,25
158,842,2024-08-22,I_AUS,DU,2,2,Crivitz Bahnhof,Demen Siedlung,965,thursday,VLP Sternberg,678258,186789,1,110968,23,24
0,842,2024-08-22,I_AUS,A,3,3,Crivitz Bahnhof,Demen Wendeplatz,965,thursday,VLP Sternberg,678258,186789,1,467514,25,24
138,825,2024-08-22,I_ESM,DU,1,1,Zarrentin a Schaals. Markt,Kogel (b Zarrentin),965,thursday,VLP Boizenburg,687536,463815,1,285317,6,28
0,843,2024-08-22,P_SKr,A,1,1,Sternberg (Meckl) ZOB,Kukuk,965,thursday,VLP Sternberg,676533,641458,1,577207,30,27
158,842,2024-08-22,P_rre,DU,1,1,Crivitz Bahnhof,Demen Siedlung,965,thursday,VLP Sternberg,678258,186789,1,110968,23,24
171,848,2024-08-22,I_AUS,DU,1,0,Crivitz Bahnhof,Mestlin,965,thursday,VLP Schwerin,736449,186789,1,234316,24,24
131,813,2024-08-22,I_AUS,DU,1,1,Picher Schule,Alt Krenzlin,970,thursday,VLP Ludwigslust,167500,437582,21,374563,26,25
134,822,2024-08-22,I_ESM,DU,1,1,Wittenburg (M) Gewerbegebiet,Vellahn Schule,973,thursday,VLP Hagenow,899049,601629,2,206496,12,33
0,804,2024-08-22,I_AUS,A,1,1,Dobbertin,Lübz ZOB,973,thursday,VLP Parchim,201241,390388,4,593769,45,27
0,801,2024-08-22,I_ESM,A,1,1,Vietlübbe (b Lübz),Klein Dammerow,976,thursday,VLP Parchim,477154,120161,10,624489,11,27
0,801,2024-08-22,I_AUS,A,1,1,Vietlübbe (b Lübz),Lübz ZOB,976,thursday,VLP Parchim,477154,120161,10,593769,37,27
0,839,2024-08-22,P_MaS,A,1,1,Zölkow Ausbau,Crivitz Bahnhof,978,thursday,VLP Sternberg,800626,52040,3,186789,23,25
139,830,2024-08-22,P_NCM,DU,1,1,Boizenburg (Elbe),Lüttenmark,978,thursday,VLP Boizenburg,1346722,649660,2,288016,29,30
0,843,2024-08-22,I_ESM,A,1,1,Schlowe,Sternberg (Meckl) ZOB,980,thursday,VLP Sternberg,878694,301148,16,641458,46,26
139,830,2024-08-22,I_AUS,DU,1,1,Boizenburg Markt,Gallin (b Zarrentin),981,thursday,VLP Boizenburg,1346722,614787,3,486701,39,30
0,848,2024-08-22,P_MaS,A,1,1,Zölkow Ausbau,Crivitz Bahnhof,982,thursday,VLP Schwerin,423823,52040,3,186789,24,25
0,804,2024-08-22,I_AUS,A,1,1,Goldberg (Meckl) Bahnhof,Lübz ZOB,984,thursday,VLP Parchim,201241,155160,13,593769,45,27
159,845,2024-08-22,I_ESM,DU,1,1,Cambs Schweriner Str.,Leezen (b Schwerin) Schule,985,thursday,VLP Schwerin,709857,647822,1,38151,10,44
0,810,2024-08-22,I_ESM,A,1,1,Kremmin,Grabow (Meckl) Prislicher Str.,990,thursday,VLP Ludwigslust,418648,318115,31,124902,32,24
154,840,2024-08-22,I_ESM,DU,1,0,Dümmer am Forstweg,Schwerin Süd (NVS),993,thursday,VLP Schwerin,782763,396280,15,657291,54,25
0,812,2024-08-22,P_SKr,A,1,1,Vielank,Dömitz Roggenfelder Str.,995,thursday,VLP Ludwigslust,1255928,227959,32,150615,46,25
0,807,2024-08-22,I_ESM,A,1,1,Parchim Bahnhof,Wulfsahl,1000,thursday,VLP Parchim,700904,181213,1,179991,14,26
123,820,2024-08-22,P_jpi,DU,1,1,Hagenow Robert-Stock-Str.,Moraas,1002,thursday,VLP Hagenow,619730,592840,4,473261,25,30
0,815,2024-08-22,I_ESM,A,1,1,Ludwigslust Alexandrinenplatz,Wöbbelin Neustädter Straße,1004,thursday,VLP Ludwigslust,845544,537253,3,517170,9,50
0,832,2024-08-22,I_ESM,A,1,1,Bennin Dorf,Vellahn Schule,1004,thursday,VLP Boizenburg,1471880,86708,16,206496,35,30
0,821,2024-08-22,I_ESM,A,1,1,Hagenow Land Bahnhof,Vielank,1007,thursday,VLP Ludwigslust,998128,364953,1,227959,53,34
152,810,2024-08-22,I_ESM,DU,1,1,Brunow (b Parchim) Kirche,Grabow (Meckl) Prislicher Str.,1008,thursday,VLP Ludwigslust,247604,14939,3,124902,32,25
152,810,2024-08-22,I_ESM,DU,1,1,Brunow (b Parchim) Kirche,Grabow (Meckl) Prislicher Str.,1008,thursday,VLP Ludwigslust,247604,14939,3,124902,32,25
127,809,2024-08-22,I_ESM,DU,1,1,Rusch (Meckl),Parchim Bahnhof,1009,thursday,VLP Parchim,132612,578572,6,124348,22,26
126,847,2024-08-22,P_SSt,DU,1,1,Jamel Am Berg,Schwerin Keplerstraße,1010,thursday,VLP Schwerin,526519,32477,12,431277,36,32
151,595,2024-08-22,P_HiL,DU,1,1,Grabow (Meckl) Binnung,Groß Warnow B5,1010,thursday,VLP Ludwigslust,765558,325288,1,142080,6,17
169,821,2024-08-22,I_ESM,DU,1,1,Pritzier Bahnhof,Redefin B5,1010,thursday,VLP Ludwigslust,1104121,237190,28,652959,35,33
138,830,2024-08-22,I_ESM,DU,1,1,Zarrentin a Schaals. Bahnhofst,Nieklitz,1011,thursday,VLP Boizenburg,1516364,586271,2,147641,18,31
126,847,2024-08-22,I_AUS,DU,1,1,Jamel Am Berg,Plate (Meckl) Bahnhof,1011,thursday,VLP Schwerin,526519,32477,12,25952,30,32
0,821,2024-08-22,I_ESM,A,1,1,Hagenow Robert-Stock-Str.,Redefin B5,1012,thursday,VLP Ludwigslust,998128,592840,2,652959,19,34
0,846,2024-08-22,P_rre,A,2,2,Retgendorf Dorf,Ventschow Bahnhof,1012,thursday,VLP Schwerin,1559303,315347,6,106633,21,27
134,822,2024-08-22,I_AUS,DU,2,1,Hagenow Bundeswehrkaserne,Hagenow Land Bahnhof,1017,thursday,VLP Hagenow,899049,182842,32,364953,41,33
134,822,2024-08-22,I_AUS,DU,0,1,Hagenow Bundeswehrkaserne,Hagenow Land Bahnhof,1017,thursday,VLP Hagenow,899049,182842,32,364953,41,33
134,822,2024-08-22,I_ESM,DU,1,1,Hagenow Bundeswehrkaserne,Hagenow Land Bahnhof,1017,thursday,VLP Hagenow,899049,182842,32,364953,41,33
0,823,2024-08-22,I_ESM,A,1,1,Hagenow ZOB,Bandenitz Sandkrug B321,1017,thursday,VLP Hagenow,749823,597045,4,512824,29,34
138,830,2024-08-22,I_ESM,DU,1,1,Gallin Heisterbusch Mitte,Boizenburg Schulzentrum,1019,thursday,VLP Boizenburg,1516364,347142,9,214705,49,31
138,830,2024-08-22,I_ESM,DU,1,1,Gallin Heisterbusch Mitte,Boizenburg Schulzentrum,1019,thursday,VLP Boizenburg,1516364,347142,9,214705,49,31
138,830,2024-08-22,I_ESM,DU,1,1,Gallin Heisterbusch Mitte,Boizenburg Schulzentrum,1019,thursday,VLP Boizenburg,1516364,347142,9,214705,49,31
159,846,2024-08-22,P_FSi,DU,1,1,Ventschow Bahnhof,Rubow,1022,thursday,VLP Schwerin,1144352,106633,1,266873,5,28
0,805,2024-08-22,I_ESM,A,1,1,Grebbin,Herzberg,1023,thursday,VLP Parchim,222765,283015,11,260668,14,25
136,842,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Demen Siedlung,1025,thursday,VLP Sternberg,9568,186789,1,110968,23,26
136,842,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Demen Siedlung,1025,thursday,VLP Sternberg,9568,186789,1,110968,23,26
0,842,2024-08-22,I_ESM,A,1,1,Crivitz Große Straße,Demen Siedlung,1030,thursday,VLP Sternberg,9568,143142,3,110968,23,26
0,844,2024-08-22,I_ESM,A,1,1,Golchen,Brüel (Meckl) Markt,1031,thursday,VLP Sternberg,1072167,372661,15,126906,25,26
128,844,2024-08-22,I_ESM,DU,1,1,Golchen,Keez B104,1031,thursday,VLP Sternberg,1072167,372661,15,658956,17,26
0,823,2024-08-22,P_NCM,A,1,1,Gammelin,Pampow (b Schwerin) Feuerwehr,1036,thursday,VLP Hagenow,749823,653304,13,197323,49,34
0,830,2024-08-22,I_AUS,A,2,2,Boizenburg (Elbe),Gallin (b Zarrentin),1038,thursday,VLP Boizenburg,1401383,649660,2,486701,39,32
123,814,2024-08-22,I_ESM,DU,1,1,Rastow Bahnhof,Wöbbelin Funkamt,1050,thursday,VLP Ludwigslust,1467148,548885,18,379583,28,28
0,824,2024-08-22,I_AUS,A,1,1,Drönnewitz,Wittenburg (M) Gewerbegebiet,1051,thursday,VLP Hagenow,1154664,614612,17,601629,27,30
126,845,2024-08-22,I_ESM,DU,1,1,Leezen (b Schwerin) Schule,Cambs Schweriner Str.,1052,thursday,VLP Schwerin,444882,38151,19,530976,29,47
134,832,2024-08-22,I_AUS,DU,1,1,Wittenburg (M) Gewerbegebiet,Brahlstorf Wendeschleife,1054,thursday,VLP Boizenburg,783228,601629,2,223180,18,33
130,816,2024-08-22,I_AUS,DU,1,1,Parchim ZOB,Tessenow Ausbau,1055,thursday,VLP Parchim,890192,425691,1,526210,10,27
0,824,2024-08-22,P_rre,A,2,2,Stintenburg Abzweig,Zarrentin a Schaals. Markt,1058,thursday,VLP Hagenow,41722,146321,19,463815,26,31
130,816,2024-08-22,I_ESM,DU,1,1,Parchim Bahnhof,Marnitz,1060,thursday,VLP Parchim,890192,181213,2,431286,22,27
0,809,2024-08-22,I_ESM,A,1,1,Parchim Bahnhof,Dütschow Kirche,1060,thursday,VLP Parchim,1328797,181213,1,45962,8,27
0,821,2024-08-22,I_ESM,A,1,1,Lübtheen Am Jessen. Weg,Hagenow ZOB,1062,thursday,VLP Ludwigslust,537222,605423,22,540455,51,35
131,813,2024-08-22,P_KHo,DU,1,1,Groß Krams,Ludwigslust Parkstraße,1063,thursday,VLP Ludwigslust,444901,285215,13,586204,31,28
0,840,2024-08-22,P_LF,A,1,1,Stralendorf b Schwer Neubau,Schwerin Süd (NVS),1065,thursday,VLP Schwerin,79528,194988,23,657291,54,27
154,820,2024-08-22,P_AlS,DU,1,1,Hagenow Robert-Stock-Str.,Moraas Abzw n Kuhstorf,1071,thursday,VLP Hagenow,895034,592840,4,164397,24,32
0,844,2024-08-22,I_ESM,A,1,1,Brüel (Meckl) Markt,Golchen,1078,thursday,VLP Sternberg,1040912,576759,8,372661,18,29
0,822,2024-08-22,P_rre,A,1,1,Hagenow Bundeswehrkaserne,Hagenow Land Bahnhof,1079,thursday,VLP Hagenow,1261858,182842,32,364953,41,35
127,805,2024-08-22,I_ESM,DU,1,1,Grebbin,Herzberg,1083,thursday,VLP Parchim,332629,283015,11,260668,14,27
127,805,2024-08-22,I_ESM,DU,1,1,Grebbin,Herzberg,1083,thursday,VLP Parchim,332629,283015,11,260668,14,27
0,8859,2024-08-22,P_ViB,A,1,1,Zarrentin a Schaals. Markt,Gudow Zarrentiner Straße,1085,thursday,VLP Boizenburg,1115989,463815,2,65844,8,28
128,841,2024-08-22,I_EFA,DU,1,1,Crivitz Bahnhof,Tramm (b Schwerin) Kirche,1085,thursday,VLP Schwerin,503873,186789,1,97922,8,29
0,848,2024-08-22,I_AUS,A,1,1,Crivitz Bahnhof,Mestlin,1085,thursday,VLP Schwerin,142392,186789,1,234316,24,28
0,803,2024-08-22,I_AUS,A,2,2,Karow (Meckl) Bahnhof,Kuppentin,1087,thursday,VLP Parchim,775846,588775,1,51312,25,30
126,823,2024-08-22,I_AUS,DU,1,0,Schwerin Süd (NVS),Warsow Abzweig nach Schossin,1088,thursday,VLP Hagenow,633475,535705,1,303724,21,37
0,822,2024-08-22,I_EFA,A,1,1,Hagenow ZOB,Vellahn B5,1091,thursday,VLP Hagenow,901954,540455,5,659357,29,36
0,845,2024-08-22,I_ESM,A,1,1,Leezen (b Schwerin) Schule,Cambs Schweriner Str.,1092,thursday,VLP Schwerin,188502,38151,19,530976,29,50
136,842,2024-08-22,I_ESM,DU,1,1,Demen Siedlung,Crivitz Am Krankenhaus,1094,thursday,VLP Sternberg,1437166,505713,3,239392,22,29
0,814,2024-08-22,P_NCM,A,1,1,Wöbbelin Neustädter Straße,Rastow Bahnhof,1095,thursday,VLP Ludwigslust,250505,517170,9,523772,18,30
138,832,2024-08-22,I_ESM,DU,1,1,Boizenburg Markt,Vellahn Schule,1098,thursday,VLP Boizenburg,416567,614787,1,206496,35,34
0,812,2024-08-22,P_FSi,A,1,1,Heidhof Gaststätte,Ludwigslust Alexandrinenplatz,1102,thursday,VLP Ludwigslust,1012822,151648,9,537253,44,30
127,804,2024-08-22,I_AUS,DU,3,0,Goldberg (Meckl) Bahnhof,Mestlin,1104,thursday,VLP Parchim,31710,155160,13,234316,21,31
127,804,2024-08-22,I_AUS,DU,0,0,Goldberg (Meckl) Bahnhof,Mestlin,1104,thursday,VLP Parchim,31710,155160,13,234316,21,31
127,804,2024-08-22,I_AUS,DU,0,0,Goldberg (Meckl) Bahnhof,Mestlin,1104,thursday,VLP Parchim,31710,155160,13,234316,21,31
127,804,2024-08-22,P_hkl,DU,1,0,Goldberg (Meckl) Bahnhof,Mestlin,1104,thursday,VLP Parchim,31710,155160,13,234316,21,31
0,830,2024-08-22,I_AUS,A,1,1,Boizenburg (Elbe),Schwanheide Bahnhof,1108,thursday,VLP Boizenburg,913474,649660,2,264609,23,34
128,841,2024-08-22,P_SKr,DU,1,1,Pinnow Zum Petersberg,Plate (Meckl) Bahnhof,1114,thursday,VLP Schwerin,503873,410390,23,25952,40,29
0,803,2024-08-22,P_dip,A,1,1,Goldberg (Meckl) Bahnhof,Wendisch Waren,1119,thursday,VLP Parchim,412907,155160,22,133432,24,31
0,809,2024-08-22,I_ESM,A,1,1,Parchim Bahnhof,Rusch (Meckl),1120,thursday,VLP Parchim,1226700,181213,1,578572,17,29
126,820,2024-08-22,I_ESM,DU,1,1,Hagenow Robert-Stock-Str.,Moraas Abzw n Kuhstorf,1122,thursday,VLP Hagenow,1390279,592840,4,164397,24,34
171,806,2024-08-22,I_AUS,DU,1,0,Parchim Juri-Gagarin-Ring,Groß Pankow,1122,thursday,VLP Parchim,1450332,205739,2,639917,18,30
123,821,2024-08-22,I_AUS,DU,1,1,Hagenow Land Bahnhof,Lübtheen Am Jessen. Weg,1127,thursday,VLP Ludwigslust,532904,364953,1,605423,32,38
124,822,2024-08-22,I_AUS,DU,1,1,Hagenow Land Bahnhof,Wittenburg (M) Gewerbegebiet,1127,thursday,VLP Hagenow,1075561,364953,1,594376,40,38
0,808,2024-08-22,P_rre,A,2,2,Kladrum Kirche,Parchim Bahnhof,1130,thursday,VLP Parchim,919806,609181,8,124348,33,29
124,822,2024-08-22,I_ESM,DU,1,1,Hagenow Robert-Stock-Str.,Setzin,1132,thursday,VLP Hagenow,1075561,592840,2,446803,16,38
123,821,2024-08-22,I_ESM,DU,1,1,Hagenow Robert-Stock-Str.,Lübtheen Kirchplatz,1132,thursday,VLP Ludwigslust,532904,592840,2,380866,31,38
123,821,2024-08-22,I_ESM,DU,1,1,Hagenow Robert-Stock-Str.,Redefin B5,1132,thursday,VLP Ludwigslust,532904,592840,2,652959,19,38
0,832,2024-08-22,I_EFA,A,1,1,Vellahn B5,Boizenburg (Elbe),1140,thursday,VLP Boizenburg,1225225,659357,23,649660,54,35
136,839,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Prestin,1145,thursday,VLP Sternberg,1548019,186789,1,149237,15,30
0,832,2024-08-22,I_ESM,A,1,1,Boizenburg Markt,Vellahn Schule,1148,thursday,VLP Boizenburg,890058,614787,1,206496,35,36
0,830,2024-08-22,I_AUS,A,1,1,Gallin Galliner Ring Süd,Boizenburg Markt,1150,thursday,VLP Boizenburg,382561,232380,12,614787,50,35
0,843,2024-08-22,P_ViB,A,1,1,Sternberg (Meckl) ZOB,Dabel Dorf,1150,thursday,VLP Sternberg,501680,641458,1,151883,21,33
127,804,2024-08-22,I_ESM,DU,1,1,Lübz ZOB,Mestlin,1152,thursday,VLP Parchim,650066,593769,2,234316,26,33
0,823,2024-08-22,I_ESM,A,1,1,Schwerin Süd (Bahn),Alt Zachun Bahnhof,1152,thursday,VLP Hagenow,1152575,356067,2,191260,28,39
124,822,2024-08-22,I_ESM,DU,1,1,Wittenburg (M) Gewerbegebiet,Vellahn B5,1155,thursday,VLP Hagenow,1002953,601629,2,528070,13,39
0,804,2024-08-22,P_rre,A,1,1,Dobbertin Kloster,Lübz ZOB,1157,thursday,VLP Parchim,31792,510518,7,593769,45,32
0,830,2024-08-22,I_AUS,A,1,1,Boizenburg (Elbe),Greven (b Boizenbg.),1158,thursday,VLP Boizenburg,1145040,649660,2,90360,31,36
0,842,2024-08-22,I_AUS,A,1,1,Demen Siedlung,Crivitz Bahnhof,1171,thursday,VLP Sternberg,312634,505713,3,186789,25,31
131,810,2024-08-22,P_EsY,DU,1,1,Prislich Neubau,Balow Dambecker Weg,1174,thursday,VLP Ludwigslust,693445,215463,9,123559,27,31
138,832,2024-08-22,I_ESM,DU,1,1,Wittenburg (M) Gewerbegebiet,Albertinenhof,1174,thursday,VLP Boizenburg,226619,601629,2,325465,11,37
126,820,2024-08-22,I_ESM,DU,1,1,Hagenow Land Bahnhof,Kirch Jesar Texas,1176,thursday,VLP Hagenow,890179,364953,5,268358,31,36
0,807,2024-08-22,I_ESM,A,1,1,Berge (b Perleberg) Berge ZOB,Parchim Bahnhof,1179,thursday,VLP Parchim,715659,345439,1,124348,30,31
130,816,2024-08-22,P_ViB,DU,1,1,Parchim ZOB,Drenkow,1180,thursday,VLP Parchim,1301374,425691,1,480108,27,31
0,54,2024-08-22,I_ESM,A,1,1,Hagenow Land Bahnhof,Zarrentin a Schaals. Bahnhofst,1180,thursday,VLP Hagenow,1048388,644280,1,47525,27,29
123,821,2024-08-22,I_ESM,DU,1,1,Lübtheen Am Jessen. Weg,Hagenow ZOB,1182,thursday,VLP Ludwigslust,491864,605423,22,540455,51,39
0,832,2024-08-22,P_ViB,A,2,2,Dodow,Bennin Dorf,1183,thursday,VLP Boizenburg,226619,376412,4,86708,40,37
134,846,2024-08-22,I_ESM,DU,1,1,Cambs Schweriner Str.,Retgendorf Dorf,1184,thursday,VLP Schwerin,107691,647822,1,315347,6,33
134,846,2024-08-22,I_EFA,DU,3,1,Cambs Schweriner Str.,Retgendorf Bungalow,1184,thursday,VLP Schwerin,107691,647822,1,474847,7,33
134,846,2024-08-22,I_EFA,DU,0,1,Cambs Schweriner Str.,Retgendorf Bungalow,1184,thursday,VLP Schwerin,107691,647822,1,474847,7,33
134,846,2024-08-22,I_EFA,DU,0,1,Cambs Schweriner Str.,Retgendorf Bungalow,1184,thursday,VLP Schwerin,107691,647822,1,474847,7,33
128,809,2024-08-22,I_ESM,DU,1,1,Parchim Bahnhof,Garwitz,1185,thursday,VLP Parchim,61895,181213,1,288621,15,31
128,809,2024-08-22,I_ESM,DU,1,1,Parchim Bahnhof,Rusch (Meckl),1185,thursday,VLP Parchim,61895,181213,1,578572,17,31
0,809,2024-08-22,I_ESM,A,1,1,Parchim Bahnhof,Klinken Speuß,1185,thursday,VLP Parchim,61895,181213,1,363795,21,31
164,807,2024-08-22,P_ViB,DU,1,1,Parchim Juri-Gagarin-Ring,Granzin bei Stolpe,1187,thursday,VLP Parchim,349022,205739,2,99842,9,32
0,810,2024-08-22,I_ESM,A,1,1,Berge (b Perleberg) Berge ZOB,Muchow Neustädter Str.,1192,thursday,VLP Ludwigslust,771196,345439,1,286656,16,32
124,822,2024-08-22,I_AUS,DU,1,0,Schwaberow,Hagenow Robert-Stock-Str.,1197,thursday,VLP Hagenow,1002953,208896,29,592840,40,39
0,830,2024-08-22,I_ESM,A,1,1,Gallin Galliner Ring West,Boizenburg (Elbe),1199,thursday,VLP Boizenburg,107647,525425,11,649660,51,37
0,824,2024-08-22,P_NCM,A,2,2,Zarrentin a Schaals. Markt,Lassahn,1203,thursday,VLP Hagenow,171686,463815,1,140630,10,36
136,843,2024-08-22,P_MaS,DU,1,1,Sternberg (Meckl) ZOB,Dabel Dorf,1205,thursday,VLP Sternberg,1167086,641458,1,151883,21,35
0,843,2024-08-22,P_ViB,A,1,1,Sternberg (Meckl) ZOB,Woserin,1210,thursday,VLP Sternberg,1167086,641458,1,554666,35,35
0,824,2024-08-22,I_ESM,A,1,1,Wittenburg (M) Gewerbegebiet,Drönnewitz,1210,thursday,VLP Hagenow,1315704,594376,1,614612,11,37
0,815,2024-08-22,I_AUS,A,2,2,Neustadt-Glewe Wabeler Str.,Hohewisch,1221,thursday,VLP Ludwigslust,1387815,641958,2,73050,18,64
127,842,2024-08-22,P_SKr,DU,2,1,Crivitz Bahnhof,Demen Siedlung,1223,thursday,VLP Sternberg,1456079,186789,1,110968,23,32
127,842,2024-08-22,P_SKr,DU,0,1,Crivitz Bahnhof,Demen Siedlung,1223,thursday,VLP Sternberg,1456079,186789,1,110968,23,32
127,842,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Demen Siedlung,1223,thursday,VLP Sternberg,1456079,186789,1,110968,23,32
127,842,2024-08-22,I_ESM,DU,1,0,Crivitz Bahnhof,Demen Siedlung,1223,thursday,VLP Sternberg,1456079,186789,1,110968,23,32
127,842,2024-08-22,P_ViB,DU,1,0,Crivitz Bahnhof,Demen Siedlung,1223,thursday,VLP Sternberg,1456079,186789,1,110968,23,32
154,842,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Demen Siedlung,1223,thursday,VLP Sternberg,1456079,186789,1,110968,23,32
0,804,2024-08-22,P_ViB,A,1,1,Goldberg (Meckl) Bahnhof,Mestlin,1225,thursday,VLP Parchim,1252181,155160,13,234316,21,35
127,842,2024-08-22,I_AUS,DU,1,1,Crivitz Große Straße,Demen Gaststätte,1228,thursday,VLP Sternberg,1456079,143142,3,155409,24,32
0,815,2024-08-22,I_AUS,A,2,2,Groß Laasch,Hohewisch,1239,thursday,VLP Ludwigslust,1387815,485697,13,73050,18,64
128,816,2024-08-22,I_ESM,DU,1,1,Parchim ZOB,Drenkow,1240,thursday,VLP Parchim,147750,425691,1,480108,27,33
0,844,2024-08-22,I_AUS,A,4,4,Keez B104,Golchen,1243,thursday,VLP Sternberg,136211,404184,17,372661,18,33
134,846,2024-08-22,I_EFA,DU,0,0,Cambs Schweriner Str.,Retgendorf Bungalow,1244,thursday,VLP Schwerin,1235540,647822,1,474847,7,35
134,846,2024-08-22,I_EFA,DU,0,0,Cambs Schweriner Str.,Retgendorf Bungalow,1244,thursday,VLP Schwerin,1235540,647822,1,474847,7,35
134,846,2024-08-22,I_EFA,DU,3,0,Cambs Schweriner Str.,Retgendorf Bungalow,1244,thursday,VLP Schwerin,1235540,647822,1,474847,7,35
128,816,2024-08-22,I_ESM,DU,1,1,Parchim Bahnhof,Suckow (b Parchim),1245,thursday,VLP Parchim,147750,181213,2,279125,26,33
128,816,2024-08-22,I_ESM,DU,1,1,Parchim Bahnhof,Marnitz,1245,thursday,VLP Parchim,147750,181213,2,431286,22,33
164,807,2024-08-22,I_ESM,DU,1,1,Parchim Fr.-W.-Raiffeisenring,Wulfsahl,1247,thursday,VLP Parchim,231706,618372,3,179991,14,34
136,804,2024-08-22,I_ESM,DU,1,1,Dobbertin,Lübz ZOB,1256,thursday,VLP Parchim,649091,390388,4,593769,45,36
123,822,2024-08-22,I_ESM,DU,1,1,Hagenow ZOB,Lehsen,1260,thursday,VLP Hagenow,330930,540455,5,192806,39,43
124,821,2024-08-22,P_dis,DU,1,1,Lübtheen R.-Breitscheid-Str.,Hagenow Finanzamt,1262,thursday,VLP Ludwigslust,688020,280708,25,446038,50,42
134,124,2024-08-22,I_AUS,DU,1,1,Schwerin Hauptbahnhof,Pinnow (b Schwerin) Abzweig,1265,thursday,VLP Schwerin,93258,561892,1,472596,9,30
134,124,2024-08-22,I_ESM,DU,1,1,Schwerin Hauptbahnhof,Pinnow Zum Petersberg,1265,thursday,VLP Schwerin,93258,561892,1,40896,11,30
