Fahrzeug-ID,Linie,Abfahrt-Datum,Annahme,Status,angem.Pers,bef.Pers,Einstieg_GTFS,Ausstieg_GTFS,abfahrt_minutes,day,depot,trip_id,einstieg_stop_id,einstieg_stop_sequence,ausstieg_stop_id,ausstieg_stop_sequence,trip_sequence_in_line
129,804,2024-08-22,I_AUS,DU,1,1,Greven (b Lübz),Mestlin,615,thursday,VLP Parchim,881465,518371,6,234316,26,14
171,802,2024-08-22,P_SMo,DU,1,1,Retzow (b Lübz),Plau am See Lange Straße,617,thursday,VLP Parchim,339754,338000,7,378762,19,14
128,816,2024-08-22,I_AUS,DU,1,1,Tessenow Ausbau,Parchim ZOB,619,thursday,VLP Parchim,176936,467238,19,86550,28,12
138,830,2024-08-22,I_ESM,DU,1,1,Boizenburg Markt,Bickhusen,621,thursday,VLP Boizenburg,1096772,614787,3,478668,9,18
137,843,2024-08-22,P_hkl,DU,1,1,Dessin,Sternberg (Meckl) ZOB,630,thursday,VLP Sternberg,1538024,403937,22,641458,46,14
127,842,2024-08-22,I_ESM,DU,1,1,Weberin,Crivitz Bahnhof,632,thursday,VLP Sternberg,1495181,250125,13,186789,25,13
0,811,2024-08-22,P_ach,A,1,1,Lenzen (Elbe) Markt,Grabow (Meckl) Binnung,635,thursday,VLP Ludwigslust,1499513,289959,32,325288,45,14
169,821,2024-08-22,I_ESM,DU,1,1,Hagenow Land Bahnhof,Redefin B5,637,thursday,VLP Ludwigslust,322362,364953,1,652959,19,20
136,841,2024-08-22,I_ESM,DU,1,1,Zapel Siedlung,Crivitz Bahnhof,639,thursday,VLP Schwerin,1437474,75247,42,186789,47,12
136,841,2024-08-22,I_ESM,DU,1,1,Zapel Siedlung,Crivitz Bahnhof,639,thursday,VLP Schwerin,1437474,75247,42,186789,47,12
124,821,2024-08-22,P_ViB,DU,0,1,Lübtheen Am Jessen. Weg,Hagenow Land Bahnhof,640,thursday,VLP Ludwigslust,88334,605423,22,364953,53,19
124,821,2024-08-22,P_ViB,DU,2,1,Lübtheen Am Jessen. Weg,Hagenow Land Bahnhof,640,thursday,VLP Ludwigslust,88334,605423,22,364953,53,19
128,816,2024-08-22,P_NCM,DU,2,2,Parchim Bahnhof,Suckow Mentiner Str.,640,thursday,VLP Parchim,756820,181213,2,283339,23,13
138,830,2024-08-22,I_AUS,DU,1,1,Schwanheide Bahnhof,Zarrentin a Schaals. Bahnhofst,641,thursday,VLP Boizenburg,1096772,264609,23,47525,51,18
146,822,2024-08-22,I_ESM,DU,1,1,Hagenow Land Bahnhof,Vellahn Schule,643,thursday,VLP Hagenow,956061,364953,1,206496,30,20
146,822,2024-08-22,P_JaW,DU,1,1,Hagenow Robert-Stock-Str.,Kloddram,648,thursday,VLP Hagenow,956061,592840,2,53354,27,20
146,822,2024-08-22,P_NCM,DU,1,0,Hagenow Robert-Stock-Str.,Kloddram,648,thursday,VLP Hagenow,956061,592840,2,53354,27,20
123,830,2024-08-22,P_hkl,DU,1,1,Zarrentin a Schaals. Bahnhofst,Gallin (b Zarrentin),651,thursday,VLP Boizenburg,745377,586271,2,462468,14,19
145,822,2024-08-22,I_ESM,DU,1,1,Setzin,Hagenow Robert-Stock-Str.,653,thursday,VLP Hagenow,1411276,446803,26,592840,40,19
151,804,2024-08-22,I_ESM,DU,1,1,Greven (b Lübz),Lübz ZOB,653,thursday,VLP Parchim,1353458,322763,41,593769,45,15
179,832,2024-08-22,I_EFA,DU,1,1,Vellahn B5,Melkof Dorf,666,thursday,VLP Boizenburg,1100005,528070,33,668721,41,17
151,804,2024-08-22,I_ESM,DU,1,0,Lübz ZOB,Dobbertin,668,thursday,VLP Parchim,1244119,593769,2,390388,43,16
171,801,2024-08-22,P_KHo,DU,1,1,Lübz ZOB,Vietlübbe (b Lübz),668,thursday,VLP Parchim,226401,593769,1,120161,28,16
127,842,2024-08-22,P_chs,DU,0,0,Crivitz Große Straße,Demen Siedlung,670,thursday,VLP Sternberg,357082,143142,3,110968,23,14
127,842,2024-08-22,P_chs,DU,2,1,Crivitz Große Straße,Demen Siedlung,670,thursday,VLP Sternberg,357082,143142,3,110968,23,14
0,844,2024-08-22,I_AUS,A,1,1,Golchen,Keez B104,671,thursday,VLP Sternberg,993239,372661,15,658956,17,14
129,804,2024-08-22,P_hkl,DU,1,1,Dobbertin,Lübz ZOB,673,thursday,VLP Parchim,1299879,390388,4,593769,45,17
129,804,2024-08-22,P_Bur,DU,2,2,Dobbertin,Mestlin,673,thursday,VLP Parchim,1299879,390388,4,234316,21,17
137,842,2024-08-22,I_AUS,DU,1,1,Demen Gaststätte,Crivitz Große Straße,674,thursday,VLP Sternberg,319785,531477,2,143142,23,15
137,842,2024-08-22,P_StH,DU,1,0,Demen Siedlung,Crivitz Bahnhof,674,thursday,VLP Sternberg,319785,505713,3,186789,25,15
137,842,2024-08-22,I_ESM,DU,1,1,Demen Siedlung,Crivitz Bahnhof,674,thursday,VLP Sternberg,319785,505713,3,186789,25,15
0,831,2024-08-22,I_ESM,A,1,1,Boizenburg Markt,Teldau Am Mittelholz,678,thursday,VLP Boizenburg,1358410,614787,3,593418,13,18
158,843,2024-08-22,I_AUS,DU,2,2,Borkow,Sternberg (Meckl) ZOB,679,thursday,VLP Sternberg,460930,141555,15,641458,46,16
131,812,2024-08-22,P_NYo,DU,1,0,Heidhof Gaststätte,Ludwigslust Alexandrinenplatz,682,thursday,VLP Ludwigslust,548958,151648,9,537253,44,16
179,832,2024-08-22,P_hkl,DU,0,1,Bennin Dorf,Boizenburg Markt,688,thursday,VLP Boizenburg,688783,86708,40,614787,55,18
179,832,2024-08-22,P_hkl,DU,2,1,Bennin Dorf,Boizenburg Markt,688,thursday,VLP Boizenburg,688783,86708,40,614787,55,18
179,832,2024-08-22,P_ViB,DU,1,0,Bennin Dorf,Boizenburg (Elbe),688,thursday,VLP Boizenburg,688783,86708,40,649660,54,18
145,820,2024-08-22,P_FSi,DU,1,1,Hagenow Robert-Stock-Str.,Redefin Belscher Straße,690,thursday,VLP Hagenow,829544,592840,4,556709,16,20
135,839,2024-08-22,P_rre,DU,1,1,Wessin,Crivitz Am Krankenhaus,696,thursday,VLP Sternberg,1061262,143350,16,239392,22,15
125,823,2024-08-22,I_AUS,DU,1,1,Hoort,Hagenow ZOB,698,thursday,VLP Hagenow,71842,480747,31,597045,51,21
138,830,2024-08-22,I_ESM,DU,1,1,Badekow,Greven (b Boizenbg.),698,thursday,VLP Boizenburg,1526304,104644,19,90360,31,20
159,849,2024-08-22,I_ESM,DU,1,1,Groß Görnow,Brüel (Meckl) Markt,699,thursday,VLP Sternberg,1557240,62877,4,576759,11,16
0,810,2024-08-22,P_EmW,A,1,1,Muchow Neustädter Str.,Berge (b Perleberg) Berge ZOB,699,thursday,VLP Ludwigslust,303390,592135,18,345439,33,15
124,821,2024-08-22,I_ESM,DU,1,1,Hagenow Robert-Stock-Str.,Redefin B5,700,thursday,VLP Ludwigslust,531976,592840,2,652959,19,22
153,812,2024-08-22,P_ach,DU,1,1,Ludwigslust Alexandrinenplatz,Leussow b Ludwigsl.,705,thursday,VLP Ludwigslust,460345,537253,3,41882,6,17
146,822,2024-08-22,P_rre,DU,2,2,Setzin Wendeschleife,Hagenow Robert-Stock-Str.,712,thursday,VLP Hagenow,435435,54952,23,592840,40,21
147,832,2024-08-22,I_ESM,DU,1,1,Vellahn B5,Wittenburg (M) Gewerbegebiet,714,thursday,VLP Boizenburg,446965,528070,33,594376,54,19
152,813,2024-08-22,P_RoK,DU,1,1,Kummer b Ludwig. Abzw n Warlow,Ludwigslust Alexandrinenplatz,716,thursday,VLP Ludwigslust,1230025,514965,19,537253,33,16
146,822,2024-08-22,P_SSt,DU,2,2,Grünhof (b Hagenow),Hagenow Land Bahnhof,716,thursday,VLP Hagenow,435435,76462,27,364953,41,21
132,814,2024-08-22,P_BKa,DU,1,1,Ludwigslust Alexandrinenplatz,Dreenkrögen,720,thursday,VLP Ludwigslust,1348457,537253,3,637844,14,17
123,824,2024-08-22,P_jbk,DU,1,1,Zarrentin a Schaals. Markt,Stintenburg Abzweig,721,thursday,VLP Hagenow,404003,463815,1,146321,9,20
0,823,2024-08-22,I_AUS,A,1,1,Gammelin,Schwerin Süd (NVS),724,thursday,VLP Hagenow,233897,653304,13,657291,54,22
159,170,2024-08-22,I_AUS,DU,2,1,Sternberg (Meckl) ZOB,Schwerin Hauptbahnhof,725,thursday,VLP Schwerin,803630,641458,2,132871,24,20
158,843,2024-08-22,P_hkl,DU,1,1,Sternberg (Meckl) ZOB,Dessin,725,thursday,VLP Sternberg,561191,641458,1,403937,25,19
158,843,2024-08-22,I_ESM,DU,1,1,Sternberg (Meckl) ZOB,Ruchow,725,thursday,VLP Sternberg,561191,641458,1,69969,40,19
159,170,2024-08-22,I_AUS,DU,0,0,Sternberg (Meckl) ZOB,Schwerin Hauptbahnhof,725,thursday,VLP Schwerin,803630,641458,2,132871,24,20
129,803,2024-08-22,I_ESM,DU,1,1,Lübz ZOB,Neu Brüz,728,thursday,VLP Parchim,305017,593769,1,197992,10,19
135,841,2024-08-22,P_Bur,DU,1,1,Crivitz Am Krankenhaus,Tramm (b Schwerin) Kirche,730,thursday,VLP Schwerin,490814,239392,3,97922,8,17
147,824,2024-08-22,P_rre,DU,1,1,Wittenburg (M) Gewerbegebiet,Raguth,731,thursday,VLP Hagenow,613867,594376,1,272973,9,21
169,811,2024-08-22,I_ESM,DU,1,1,Lenzen (Elbe) Markt,Klein Schmölen,740,thursday,VLP Ludwigslust,554575,289959,14,189160,43,17
169,811,2024-08-22,I_ESM,DU,1,1,Lenzen (Elbe) Markt,Dömitz ZOB,740,thursday,VLP Ludwigslust,554575,289959,14,567144,45,17
151,804,2024-08-22,I_EFA,DU,1,1,Goldberg (Meckl) Neubau,Lübz ZOB,742,thursday,VLP Parchim,1109201,31208,12,593769,45,19
0,832,2024-08-22,I_AUS,A,1,1,Boizenburg (Elbe),Brahlstorf Dorf,745,thursday,VLP Boizenburg,16841,649660,2,273718,39,21
179,831,2024-08-22,I_ESM,DU,1,0,Boizenburg Markt,Teldau Am Mittelholz,750,thursday,VLP Boizenburg,740328,614787,3,593418,13,21
147,825,2024-08-22,I_ESM,DU,1,1,Kogel (b Zarrentin),Zarrentin a Schaals. Markt,754,thursday,VLP Boizenburg,1402194,285317,10,463815,14,20
0,170,2024-08-22,I_EFA,A,3,3,Cambs Schweriner Str.,Schwerin Hauptbahnhof,757,thursday,VLP Schwerin,803630,530976,16,132871,24,20
129,816,2024-08-22,P_ViB,DU,1,1,Parchim Bahnhof,Marnitz,760,thursday,VLP Parchim,301361,181213,2,431286,22,17
0,822,2024-08-22,I_ESM,A,1,1,Vellahn Schule,Hagenow Land Bahnhof,763,thursday,VLP Hagenow,503096,206496,12,364953,41,23
177,810,2024-08-22,I_AUS,DU,1,1,Grabow (Meckl) Binnung,Werle b Ludwigslust,765,thursday,VLP Ludwigslust,251580,325288,1,308471,10,18
177,810,2024-08-22,I_AUS,DU,0,1,Grabow (Meckl) Binnung,Werle b Ludwigslust,765,thursday,VLP Ludwigslust,251580,325288,1,308471,10,18
177,810,2024-08-22,P_EsY,DU,1,1,Grabow (Meckl) Binnung,Prislich Neubau,765,thursday,VLP Ludwigslust,251580,325288,1,215463,9,18
177,810,2024-08-22,P_HiL,DU,1,1,Grabow (Meckl) Binnung,Möllenbeck (LWL) Grabower Ch.,765,thursday,VLP Ludwigslust,251580,325288,1,388744,21,18
177,810,2024-08-22,P_hkl,DU,1,0,Grabow (Meckl) Binnung,Werle b Ludwigslust,765,thursday,VLP Ludwigslust,251580,325288,1,308471,10,18
0,820,2024-08-22,P_NCM,A,1,1,Hagenow Land Bahnhof,Sudenhof,766,thursday,VLP Hagenow,1486451,364953,5,79057,32,22
0,822,2024-08-22,I_AUS,A,2,2,Goldenbow b Boizenbg,Hagenow Land Bahnhof,767,thursday,VLP Hagenow,503096,332983,18,364953,41,23
140,822,2024-08-22,I_ESM,DU,1,1,Körchow (b Hagenow),Vellahn B5,770,thursday,VLP Hagenow,1448094,28007,11,528070,13,24
0,821,2024-08-22,I_ESM,A,1,1,Pritzier Bahnhof,Hagenow ZOB,770,thursday,VLP Ludwigslust,712211,237190,28,540455,51,23
147,830,2024-08-22,I_ESM,DU,1,1,Zarrentin a Schaals. Bahnhofst,Gallin Galliner Ring Süd,771,thursday,VLP Boizenburg,914954,586271,2,232380,12,23
0,823,2024-08-22,I_AUS,A,2,2,Viez Dorf,Hagenow Land Bahnhof,772,thursday,VLP Hagenow,850639,369514,38,364953,54,23
0,822,2024-08-22,P_SSt,A,2,2,Grünhof (b Hagenow),Hagenow Land Bahnhof,774,thursday,VLP Hagenow,503096,76462,27,364953,41,23
141,832,2024-08-22,I_ESM,DU,1,0,Vellahn B5,Boizenburg Lindhorst,780,thursday,VLP Boizenburg,312966,659357,23,567740,53,22
0,806,2024-08-22,P_NCM,A,2,2,Groß Pankow,Parchim ZOB,780,thursday,VLP Parchim,665276,639917,4,425691,18,17
137,842,2024-08-22,I_ESM,DU,1,0,Crivitz Bahnhof,Weberin,785,thursday,VLP Sternberg,1057749,186789,1,250125,13,18
0,830,2024-08-22,I_ESM,A,1,1,Lüttenmark,Boizenburg Schulzentrum,787,thursday,VLP Boizenburg,914954,288016,24,214705,49,23
0,840,2024-08-22,P_ViB,A,2,2,Parum (b Hagenow),Schwerin Süd (NVS),787,thursday,VLP Schwerin,386423,594189,13,657291,54,18
146,832,2024-08-22,P_KHo,DU,1,1,Boizenburg Markt,Brahlstorf Dorf,788,thursday,VLP Boizenburg,421905,614787,1,273718,39,23
146,832,2024-08-22,I_ESM,DU,1,1,Boizenburg (Elbe),Brahlstorf Dorf,793,thursday,VLP Boizenburg,421905,649660,2,273718,39,23
0,846,2024-08-22,I_EFA,A,3,3,Retgendorf Bungalow,Cambs Schweriner Str.,796,thursday,VLP Schwerin,856946,621836,15,530976,21,20
0,846,2024-08-22,P_rre,A,2,2,Retgendorf Dorf,Cambs Schweriner Str.,796,thursday,VLP Schwerin,856946,141787,16,530976,21,20
140,830,2024-08-22,I_ESM,DU,1,1,Boizenburg (Elbe),Zweedorf b Boizenbg.,798,thursday,VLP Boizenburg,1205283,649660,2,228321,26,24
0,816,2024-08-22,I_AUS,A,1,1,Suckow (b Parchim),Putlitz Alte Post,801,thursday,VLP Parchim,301361,279125,26,45581,28,17
0,804,2024-08-22,I_EFA,A,1,1,Goldberg (Meckl) Neubau,Lübz ZOB,802,thursday,VLP Parchim,868680,31208,12,593769,45,21
0,844,2024-08-22,I_ESM,A,1,1,Weberin,Golchen,804,thursday,VLP Sternberg,870162,250125,1,372661,15,20
141,832,2024-08-22,P_rre,DU,1,1,Beckendorf,Boizenburg Markt,807,thursday,VLP Boizenburg,312966,66825,43,614787,55,22
0,820,2024-08-22,I_ESM,A,1,1,Hagenow Robert-Stock-Str.,Kirch Jesar Wartehalle,810,thursday,VLP Hagenow,989660,592840,4,165332,27,24
151,802,2024-08-22,P_SMo,DU,1,1,Plau am See Lange Straße,Retzow (b Lübz),813,thursday,VLP Parchim,1373108,279144,2,338000,14,21
126,820,2024-08-22,P_NCM,DU,1,1,Hagenow Land Bahnhof,Sudenhof,815,thursday,VLP Hagenow,989660,364953,5,79057,32,24
0,805,2024-08-22,P_SKr,A,1,1,Parchim Bahnhof,Mestlin,820,thursday,VLP Parchim,69894,181213,1,234316,17,19
0,808,2024-08-22,P_ViB,A,1,1,Parchim Bahnhof,Zölkow Schüler,820,thursday,VLP Parchim,11607,181213,1,53843,28,20
169,821,2024-08-22,I_AUS,DU,1,1,Lübtheen Am Jessen. Weg,Hagenow Finanzamt,822,thursday,VLP Ludwigslust,1300504,605423,22,446038,50,26
0,830,2024-08-22,P_ach,A,1,1,Zarrentin a Schaals. Bahnhofst,Boizenburg (Elbe),831,thursday,VLP Boizenburg,349629,586271,2,649660,51,25
171,816,2024-08-22,P_SKr,DU,1,1,Drenkow,Parchim Fr.-W.-Raiffeisenring,831,thursday,VLP Parchim,1015860,480108,2,618372,25,20
158,849,2024-08-22,I_ESM,DU,1,1,Brüel (Meckl) Markt,Groß Görnow,832,thursday,VLP Sternberg,277574,126906,6,62877,13,19
164,812,2024-08-22,I_ESM,DU,1,1,Leussow b Ludwigsl.,Ludwigslust Alexandrinenplatz,834,thursday,VLP Ludwigslust,1136683,293096,41,537253,44,20
137,842,2024-08-22,I_AUS,DU,0,1,Crivitz Bahnhof,Demen Siedlung,845,thursday,VLP Sternberg,1442592,186789,1,110968,23,20
137,842,2024-08-22,I_AUS,DU,0,1,Crivitz Bahnhof,Demen Siedlung,845,thursday,VLP Sternberg,1442592,186789,1,110968,23,20
137,842,2024-08-22,I_AUS,DU,0,1,Crivitz Bahnhof,Demen Siedlung,845,thursday,VLP Sternberg,1442592,186789,1,110968,23,20
137,842,2024-08-22,P_StH,DU,1,0,Crivitz Bahnhof,Demen Siedlung,845,thursday,VLP Sternberg,1442592,186789,1,110968,23,20
137,842,2024-08-22,I_AUS,DU,4,1,Crivitz Bahnhof,Demen Siedlung,845,thursday,VLP Sternberg,1442592,186789,1,110968,23,20
0,842,2024-08-22,I_ESM,A,1,1,Crivitz Bahnhof,Weberin,845,thursday,VLP Sternberg,1442592,186789,1,250125,13,20
0,845,2024-08-22,I_EFA,A,1,1,Langen Brütz,Brahlstorf b. Cambs,845,thursday,VLP Schwerin,689648,72731,11,457197,26,34
146,832,2024-08-22,I_ESM,DU,1,1,Rodenwalde,Wittenburg (M) Gewerbegebiet,848,thursday,VLP Boizenburg,421905,130084,47,594376,54,23
146,832,2024-08-22,I_ESM,DU,1,1,Rodenwalde,Wittenburg (M) Gewerbegebiet,848,thursday,VLP Boizenburg,421905,130084,47,594376,54,23
124,821,2024-08-22,I_ESM,DU,1,1,Jessenitz-Werk,Hagenow Land Bahnhof,848,thursday,VLP Ludwigslust,865462,404077,7,364953,53,28
0,804,2024-08-22,P_ejf,A,1,1,Lübz ZOB,Goldberg (Meckl) Neubau,848,thursday,VLP Parchim,1068583,593769,2,31208,35,22
130,808,2024-08-22,I_ESM,DU,1,1,Bergrade Hof,Parchim ZOB,848,thursday,VLP Parchim,807047,99882,18,425691,30,19
0,804,2024-08-22,P_LF,A,1,1,Lübz ZOB,Dobbertin,848,thursday,VLP Parchim,1068583,593769,2,390388,43,22
154,822,2024-08-22,I_ESM,DU,1,1,Albertinenhof,Wittenburg (M) Gewerbegebiet,850,thursday,VLP Hagenow,1369332,392779,23,594376,40,27
159,839,2024-08-22,P_rre,DU,1,1,Crivitz Am Krankenhaus,Wessin,850,thursday,VLP Sternberg,989321,239392,3,93680,8,20
0,810,2024-08-22,P_rre,A,1,1,Balow Schule,Muchow Neustädter Str.,853,thursday,VLP Ludwigslust,491371,520858,4,286656,16,20
177,846,2024-08-22,I_ESM,DU,1,1,Retgendorf Dorf,Cambs Schweriner Str.,856,thursday,VLP Schwerin,251767,141787,16,530976,21,22
0,530,2024-08-22,P_ANL,DU,1,1,Gallin (Bzb) Heisterbusch West,Boizenburg (Elbe),857,thursday,VLP Boizenburg,1242548,91253,3,649660,17,20
0,830,2024-08-22,I_ESM,A,1,1,Boizenburg (Elbe),Gallin Galliner Ring West,858,thursday,VLP Boizenburg,421994,649660,2,129231,42,26
138,832,2024-08-22,P_hkl,DU,2,2,Boizenburg Markt,Bennin Dorf,860,thursday,VLP Boizenburg,32324,614787,1,86708,16,26
141,830,2024-08-22,I_AUS,DU,1,1,Boizenburg Markt,Schwanheide Bahnhof,861,thursday,VLP Boizenburg,421994,614787,3,264609,23,26
141,830,2024-08-22,P_LF,DU,1,0,Boizenburg Markt,Schwanheide Bahnhof,861,thursday,VLP Boizenburg,421994,614787,3,264609,23,26
146,832,2024-08-22,I_AUS,DU,1,1,Wittenburg (M) Gewerbegebiet,Boizenburg Markt,862,thursday,VLP Boizenburg,9367,601629,2,614787,55,25
0,830,2024-08-22,I_ESM,A,1,1,Bickhusen,Boizenburg Schulzentrum,864,thursday,VLP Boizenburg,349629,152056,44,214705,49,25
169,823,2024-08-22,I_ESM,DU,1,1,Hagenow Robert-Stock-Str.,Besendorf (Meckl),865,thursday,VLP Hagenow,1344234,592840,5,469634,28,29
131,831,2024-08-22,P_rre,DU,1,1,Gülze b. Boizenburg,Boizenburg (Elbe),866,thursday,VLP Boizenburg,56652,221897,17,649660,24,25
0,832,2024-08-22,P_rre,A,1,1,Beckendorf,Boizenburg Markt,867,thursday,VLP Boizenburg,1375907,66825,43,614787,55,24
0,823,2024-08-22,I_ESM,A,1,1,Hoort,Hagenow ZOB,867,thursday,VLP Hagenow,1254296,480747,31,597045,51,28
126,847,2024-08-22,P_ach,DU,1,1,Schwerin Keplerstraße,Banzkow Kindergarten,870,thursday,VLP Schwerin,768151,431277,1,220650,18,27
151,804,2024-08-22,I_ESM,DU,1,1,Mestlin,Lübz ZOB,872,thursday,VLP Parchim,735802,234316,21,593769,45,23
130,816,2024-08-22,P_NCM,DU,1,1,Parchim ZOB,Suckow Mentiner Str.,875,thursday,VLP Parchim,1164445,425691,1,283339,23,21
123,824,2024-08-22,P_rre,DU,1,1,Raguth,Wittenburg (M) Gewerbegebiet,875,thursday,VLP Hagenow,288772,272973,19,601629,27,24
0,823,2024-08-22,I_AUS,A,1,1,Hülseburg,Hagenow Robert-Stock-Str.,878,thursday,VLP Hagenow,1254296,425263,36,592840,50,28
171,805,2024-08-22,P_SKr,DU,1,1,Parchim Bahnhof,Mestlin,880,thursday,VLP Parchim,1095886,181213,1,234316,17,21
0,808,2024-08-22,I_ESM,A,1,1,Parchim Bahnhof,Goldenbow b Parchim,880,thursday,VLP Parchim,253819,181213,1,351641,24,22
164,822,2024-08-22,P_rre,DU,2,1,Hagenow Robert-Stock-Str.,Setzin Wendeschleife,882,thursday,VLP Hagenow,1020437,592840,2,54952,19,30
164,822,2024-08-22,P_rre,DU,0,1,Hagenow Robert-Stock-Str.,Setzin Wendeschleife,882,thursday,VLP Hagenow,1020437,592840,2,54952,19,30
0,846,2024-08-22,P_SSt,A,2,2,Cambs Ventschower Str.,Liessow (b Schwerin),884,thursday,VLP Schwerin,257943,650276,2,149342,12,23
152,810,2024-08-22,I_ESM,DU,1,1,Grabow (Meckl) Binnung,Möllenbeck (LWL) Grabower Ch.,885,thursday,VLP Ludwigslust,295325,325288,1,388744,21,22
0,808,2024-08-22,I_ESM,A,1,1,Parchim ZOB,Bergrade Hof,885,thursday,VLP Parchim,253819,425691,4,99882,16,22
0,811,2024-08-22,P_SKr,A,1,1,Grabow (Meckl) Binnung,Eldena (Meckl) Bahnhofstr.,885,thursday,VLP Ludwigslust,945110,325288,1,293222,13,23
0,812,2024-08-22,P_NYo,A,1,1,Ludwigslust Alexandrinenplatz,Heidhof Gaststätte,886,thursday,VLP Ludwigslust,498663,537253,3,151648,38,23
0,812,2024-08-22,I_ESM,A,1,1,Ludwigslust Alexandrinenplatz,Leussow b Ludwigsl.,886,thursday,VLP Ludwigslust,498663,537253,3,41882,6,23
0,820,2024-08-22,I_ESM,A,1,1,Groß Krams,Hagenow Robert-Stock-Str.,887,thursday,VLP Hagenow,1269750,285215,15,592840,29,27
127,816,2024-08-22,I_ESM,DU,1,1,Drenkow,Parchim ZOB,888,thursday,VLP Parchim,1172281,480108,2,86550,28,22
134,822,2024-08-22,I_AUS,DU,2,0,Hagenow Bundeswehrkaserne,Hagenow Land Bahnhof,888,thursday,VLP Hagenow,519790,182842,32,364953,41,28
134,822,2024-08-22,I_AUS,DU,0,0,Hagenow Bundeswehrkaserne,Hagenow Land Bahnhof,888,thursday,VLP Hagenow,519790,182842,32,364953,41,28
127,816,2024-08-22,P_ViB,DU,1,1,Drenkow,Parchim ZOB,888,thursday,VLP Parchim,1172281,480108,2,86550,28,22
164,822,2024-08-22,I_AUS,DU,1,1,Hagenow ZOB,Vellahn B5,892,thursday,VLP Hagenow,1020437,540455,5,659357,29,30
0,823,2024-08-22,I_ESM,A,1,1,Hagenow Robert-Stock-Str.,Besendorf (Meckl),892,thursday,VLP Hagenow,5101,592840,5,469634,28,30
0,804,2024-08-22,I_ESM,A,1,1,Dobbertin Kloster,Dobbertin,893,thursday,VLP Parchim,1068583,510518,42,390388,43,22
169,823,2024-08-22,I_ESM,DU,1,1,Alt Zachun Bahnhof,Schwerin Süd (Bahn),895,thursday,VLP Hagenow,1344234,319555,27,262821,53,29
169,823,2024-08-22,I_ESM,DU,1,1,Alt Zachun Bahnhof,Schwerin Süd (Bahn),895,thursday,VLP Hagenow,1344234,319555,27,262821,53,29
0,830,2024-08-22,I_AUS,A,1,1,Gallin (Bzb) Heisterbusch West,Heidekrug,896,thursday,VLP Boizenburg,878975,91253,10,599658,31,27
136,805,2024-08-22,I_ESM,DU,1,1,Herzberg,Grebbin,898,thursday,VLP Parchim,1064448,260668,4,241425,7,22
136,805,2024-08-22,I_ESM,DU,1,1,Herzberg,Grebbin,898,thursday,VLP Parchim,1064448,260668,4,241425,7,22
173,814,2024-08-22,I_ESM,DU,1,1,Ludwigslust Alexandrinenplatz,Wöbbelin Neustädter Straße,900,thursday,VLP Ludwigslust,1300879,537253,3,517170,9,23
123,824,2024-08-22,P_jk,DU,2,0,Zarrentin a Schaals. Bahnhofst,Lassahn,901,thursday,VLP Hagenow,901790,47525,2,140630,10,26
123,824,2024-08-22,P_jk,DU,0,0,Zarrentin a Schaals. Bahnhofst,Lassahn,901,thursday,VLP Hagenow,901790,47525,2,140630,10,26
158,842,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Demen Siedlung,905,thursday,VLP Sternberg,720705,186789,1,110968,23,22
158,842,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Demen Siedlung,905,thursday,VLP Sternberg,720705,186789,1,110968,23,22
158,842,2024-08-22,I_ESM,DU,1,1,Crivitz Bahnhof,Demen Siedlung,905,thursday,VLP Sternberg,720705,186789,1,110968,23,22
0,803,2024-08-22,P_ejf,A,1,1,Lübz ZOB,Goldberg (Meckl) Rummelsberg,908,thursday,VLP Parchim,603053,593769,1,133021,21,25
152,807,2024-08-22,I_ESM,DU,1,1,Groß Godems Schule,Parchim Bahnhof,911,thursday,VLP Parchim,852111,308567,20,124348,30,21
138,830,2024-08-22,I_ESM,DU,1,1,Boizenburg Lindhorst,Zarrentin a Schaals. Bahnhofst,914,thursday,VLP Boizenburg,767352,567740,1,47525,51,28
151,806,2024-08-22,I_ESM,DU,1,1,Lancken Kirche,Parchim ZOB,915,thursday,VLP Parchim,1156463,40930,14,425691,18,21
0,804,2024-08-22,P_nso,A,1,1,Dobbertin Kloster,Goldberg (Meckl) Neubau,917,thursday,VLP Parchim,1155357,510518,7,31208,12,25
179,830,2024-08-22,I_ESM,DU,1,1,Bickhusen,Boizenburg Schulzentrum,921,thursday,VLP Boizenburg,878975,152056,44,214705,49,27
179,830,2024-08-22,I_ESM,DU,1,1,Bickhusen,Boizenburg Schulzentrum,921,thursday,VLP Boizenburg,878975,152056,44,214705,49,27
179,830,2024-08-22,I_ESM,DU,1,0,Bickhusen,Boizenburg Schulzentrum,921,thursday,VLP Boizenburg,878975,152056,44,214705,49,27
154,845,2024-08-22,P_nso,DU,1,1,Raben Steinfeld Oberdorf,Langen Brütz Ausbau,930,thursday,VLP Schwerin,635595,181002,2,557813,10,39
177,811,2024-08-22,P_SKr,DU,1,1,Grabow (Meckl) Binnung,Eldena (Meckl) Bahnhofstr.,930,thursday,VLP Ludwigslust,224196,325288,1,293222,13,25
0,820,2024-08-22,I_ESM,A,1,1,Hagenow Land Bahnhof,Kirch Jesar Texas,935,thursday,VLP Hagenow,78493,364953,5,268358,31,28
